argument,topic
Οι άνθρωποι που υποφέρουν από ανίατες ασθένειες χωρίς ελπίδα θεραπείας και με τεράστιο πόνο θα πρέπει να επιτρέπεται να τερματίσουν τα βάσανά τους. είναι πιο ασφαλές και ανώδυνο να γίνει με τη φροντίδα ενός γιατρού παρά με τις δικές τους συσκευές.,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
οι άνθρωποι που είναι ανίατα άρρωστοι και δεν θέλουν να υποφέρουν άλλο έχουν το δικαίωμα να ζητήσουν βοήθεια για να τερματίσουν τη ζωή τους,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"Οι άνθρωποι που είναι ανίατα άρρωστοι και υποφέρουν πολύ θα πρέπει να έχουν το δικαίωμα να τερματίσουν τη ζωή τους, αν το επιθυμούν.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
Οι άνθρωποι που είναι ανίατα άρρωστοι και δεν έχουν καμία ελπίδα επιβίωσης θα πρέπει να γλιτώσουν από τον πόνο και την ταλαιπωρία της ζωής.,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
οι άνθρωποι που δεν έχουν ελπίδα να ζήσουν θα πρέπει να έχουν την επιλογή να τερματίσουν τη ζωή τους,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
Οι άνθρωποι που έχουν μια θανατηφόρα ασθένεια ή υποφέρουν από ορισμένες ιατρικές παθήσεις θα πρέπει να έχουν την ελευθερία να επιλέξουν και αν το ιατρικό προσωπικό τους βοηθήσει δεν θα πρέπει να αντιμετωπίζεται ως αδίκημα.,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
Οι άνθρωποι των οποίων η ποιότητα ζωής είναι τόσο κακή που ο θάνατος θα ήταν προτιμότερος θα πρέπει να επιτρέπεται να επιλέξουν την υποβοηθούμενη αυτοκτονία για να τερματίσουν τον πόνο τους και να περάσουν με αξιοπρέπεια,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"οι άνθρωποι που είναι πρόθυμοι να πεθάνουν, είναι δική τους επιλογή, θα πρέπει να μπορούν να εγκαταλείψουν αυτόν τον κόσμο με πολιτισμένο τρόπο και να βοηθηθούν με υποβοηθούμενη αυτοκτονία όταν χρειάζεται",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"Δεν επιτρέποντας την υποβοηθούμενη αυτοκτονία, κάνουμε αυτούς τους ανθρώπους να υποφέρουν βαθιά, πράγμα που είναι απάνθρωπο.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
Μερικές ασθένειες είναι απειλητικές για τη ζωή και μπορούν να βάλουν ένα άτομο σε μια κατάσταση που δεν ζει.Αυτές οι καταστάσεις είναι δύσκολο να υπομείνει ο άρρωστος και η οικογένεια και οι συγγενείς του. Μόνο η υποβοηθούμενη αυτοκτονία μπορεί να κάνει αυτό το εύκολο,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
μερικοί ασθενείς έχουν τον υπέρτατο πόνο και πρέπει να τον τερματίσουν το συντομότερο δυνατόν,Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"Μερικές φορές οι άνθρωποι είναι τόσο άρρωστοι που δεν έχουν ποιότητα ζωής και θέλουν να την τερματίσουν οι ίδιοι αλλά είναι σωματικά ανίκανοι να το κάνουν, σε αυτές τις περιπτώσεις είναι μόνο ελεήμονες για να είναι νόμιμη για κάποιον να τους βοηθήσει.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"μερικές φορές οι άνθρωποι που δεν μπορούν να τερματίσουν τη ζωή τους, είναι σε τόσο πολύ πόνο και αγωνία που είναι σκληρό να τους κάνουν να συνεχίσουν να ζουν, τα αγαπημένα τους πρόσωπα πρέπει να είναι σε θέση να τους βοηθήσουν νόμιμα.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"Οι ασθενείς που βρίσκονται σε τελικό στάδιο και δεν θέλουν να συνεχίσουν να υποφέρουν έχουν βάσιμους λόγους να σκεφτούν την αυτοκτονία, και κάποιος που θέλει να βοηθήσει στην ανακούφιση του πόνου τους δεν θα πρέπει να τιμωρείται.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
"το τέλος της ζωής μπορεί να είναι οδυνηρό και ταπεινωτικό, και θα πρέπει να επιτρέψουμε στους ανθρώπους το δικαίωμα να αποφασίσουν πότε είναι έτοιμοι να τερματίσουν τον πόνο τους.",Η υποβοηθούμενη αυτοκτονία θα πρέπει να είναι ποινικό αδίκημα
